id,title_short,decision,reason_code,confidence,rationale,revisado_manualmente,color_numbers
2497,Bayesian Semiparametric Orthogonal Tucker Factorized Mixed Models for Multi-dimensional Longitudinal,include,none,alta,Modelos mixtos bayesianos con descomposición en funciones base para FDA longitudinal multidimensional,no,
2498,Functional Multidimensional Scaling,include,none,alta,Escalamiento multidimensional funcional vía B-splines cúbicos,no,
2499,Wavelet-based genetic association analysis of functional phenotypes arising from high-throughput seq,include,media,media,Análisis de asociación genética wavelet para fenotipos funcionales; discusión sustantiva de base wavelet pese a dominio genómico,no,
2500,Functional Clustering of Survival Data via Smoothed Log-Hazard Trajectories: A Risk-Dynamics Perspec,include,none,alta,Clustering funcional de curvas de riesgo (log-hazard) en datos de supervivencia,no,
2501,Fast symmetric additive covariance smoothing,include,none,alta,Suavizado rápido de covarianza aditiva simétrica para FDA,no,
2502,Bayesian semiparametric modelling of biomarker variability in joint models,include,media,media,"Modelado bayesiano semiparamétrico de variabilidad de biomarcador vía rugosidad de trayectoria; posible E4, dominio biomédico",no,
2503,Dynamics of Liquidity Surfaces in Uniswap v3,include,none,alta,"FPCA y factores dinámicos aplicados a superficies de liquidez DeFi, aplicación financiera PR5",no,
2504,A Multivariate Multilevel Longitudinal Functional Model for Repeatedly Observed Human Movement Data,include,media,media,Modelo funcional multinivel multivariante para datos de movimiento humano; dominio biomecánico con metodología FDA sustantiva,no,
2505,Cosine Series Representation,include,none,alta,"Representación en series de coseno (base ortonormal) para FDA, PR1",no,
2506,Mapping-to-Parameter Nonlinear Functional Regression with Novel B-spline Free Knot Placement Algorit,include,none,alta,"Regresión funcional no lineal con algoritmo de nudos libres B-spline, PR3",no,
2507,Fourier Band-Power E/B-mode Estimators for Cosmic Shear,exclude,I1,media,"Estimadores de banda de potencia de Fourier para cizalla cósmica; análisis astrofísico, no FDA de curvas",no,
2508,Spatial function-on-function quantile regression,include,none,alta,Regresión cuantílica función-en-función espacial,no,
2509,A functional joint model with baseline functional covariates: linking sitting accumulation patterns ,include,media,media,Modelo conjunto funcional con covariables funcionales de línea base; aplicación epidemiológica con contribución metodológica,no,
2510,Generalized Linear Models for Geometrical Current predictors. An application to predict garment fit,include,media,media,Regresión con predictores 'geometrical current' en RKHS vector-valuado; aplicación a moda con metodología FDA sustantiva,no,
2511,Nonparametric regression based on discretely sampled curves,include,none,alta,"Regresión no paramétrica basada en curvas muestreadas discretamente, teoría FDA fundamental",no,
2512,QCD analysis of $xF_3$ structure function data and power correction to $α_s$,exclude,I1,alta,"Análisis QCD de función de estructura xF3 en física de partículas; coincidencia de términos, no es FDA",no,
2513,Fourier Neural Operators for Learning Dynamics in Quantum Spin Systems,exclude,I1,media,"Operadores neuronales de Fourier para dinámica cuántica; aprendizaje de operadores en física, no FDA estadística",no,
2514,Recovering the Underlying Trajectory from Sparse and Irregular Longitudinal Data,include,none,alta,"Recuperación de trayectoria vía FPCA (PACE) en datos longitudinales dispersos, PR2",no,
2515,Profile Estimation for Partial Functional Partially Linear Single-Index Model,include,none,alta,Modelo funcional parcialmente lineal de índice único,no,
2516,High-Dimensional Functional Mixed-effect Model for Bilevel Repeated Measurements,include,none,alta,Modelo mixto funcional de alta dimensión para medidas repetidas binivel,no,
2517,"Generalized Multivariate Functional Additive Mixed Models for Location, Scale, and Shape",include,none,alta,Modelos aditivos mixtos funcionales multivariantes generalizados (GAMLSS funcional),no,
2518,Aggregated functional data model for Near-Infrared Spectroscopy calibration and prediction,include,none,alta,"Modelo de FDA agregada para calibración NIR, mismo cluster metodológico que otros ítems confirmados",no,
2519,Mimetic Muscle Rehabilitation Analysis Using Clustering of Low Dimensional 3D Kinect Data,exclude,I1,media,Clustering de datos Kinect de baja dimensión para rehabilitación muscular; sin marco explícito de FDA en bases,no,
2520,Continuous-time multivariate analysis,include,none,alta,"Análisis multivariante en tiempo continuo, planteamiento fundacional de representación funcional, PR1",no,
2521,Functional Additive Mixed Models,include,none,alta,"Modelos aditivos mixtos funcionales, metodología central FDA",no,
2522,On estimation of the effect lag of predictors and prediction in functional linear model,include,none,alta,"Modelo lineal funcional con expansión explícita en sistema de bases (FPCA, splines), PR1/PR3",no,
2523,A comparison of parameter estimation in function-on-function regression,include,none,alta,"Comparación de estimación de parámetros en regresión función-en-función, estudio comparativo PR2/PR4",no,
2524,Cosmic Shear E/B-mode Estimation with Binned Correlation Function Data,exclude,I1,alta,"Estimación de modos E/B de cizalla cósmica con datos de correlación binned; astrofísica, no FDA",no,
2525,A Study of Functional Depths,include,none,alta,"Estudio de profundidades funcionales, metodología fundamental FDA",no,
2526,Distribution-Free Stochastic Analysis and Robust Multilevel Vector Field Anomaly Detection,include,media,media,Análisis estocástico funcional para detección de anomalías en campos vectoriales; aplicación remota sensing con metodología FDA,no,
2527,Towards proactive self-adaptive AI for non-stationary environments with dataset shifts,exclude,I1,alta,IA autoadaptativa para entornos no estacionarios (dataset shift); ya señalado como ruido claro en Fase 4 C6,no,
2528,An Understanding of Principal Differential Analysis,include,none,alta,"Análisis diferencial principal (PDA de Ramsay), fundamento teórico FDA PR1/PR2",no,
2529,Theoretical Properties of Projection Based Multilayer Perceptrons with Functional Inputs,include,none,alta,"Perceptrones multicapa con entradas funcionales, propiedades teóricas FDA",no,
2530,Kolmogorov--Arnold Networks for Small Language Models,exclude,I1,alta,Redes Kolmogorov-Arnold para modelos de lenguaje pequeños; no relacionado con FDA,no,
2531,Comparison of Clustering Methods for Time Course Genomic Data: Applications to Aging Effects,exclude,I1,alta,Comparación de métodos de clustering para datos genómicos de series temporales; sin marco FDA explícito en el resumen,si,verde
2532,Modeling continuous monitoring glucose curves by Beta generalized non-parametric models,include,media,media,FDA aplicada a curvas de glucosa con modelos Beta no paramétricos; aplicación médica con metodología FDA sustantiva,no,
2533,Sieve Bootstrap for Functional Time Series,include,none,alta,Bootstrap sieve para series temporales funcionales vía expansión de Karhunen-Loève,no,
2534,A Functional Approach to Curve Alignment and Shape Analysis,include,none,alta,Enfoque funcional para alineación de curvas y análisis de forma,no,
2535,Locally Sparse Function on function Regression,include,none,alta,Regresión función-en-función localmente dispersa,no,
2536,Robust smoothed canonical correlation analysis for functional data,include,none,alta,Análisis de correlación canónica robusto para FDA vía expansión en bases y penalización,no,
2537,Applying Non-negative Matrix Factorization with Covariates to the Longitudinal Data as Growth Curve ,include,media,media,Factorización de matrices no negativas (basis matrix) aplicada a curvas de crecimiento longitudinal; analogía con representación en bases,no,
2538,An Interpretable Machine Learning Model for Deformation of Multi-Walled Carbon Nanotubes,exclude,I1,alta,Modelo ML interpretable para deformación de nanotubos de carbono; no relacionado con FDA,no,
2539,Conditional multivariate functional PCA for the reconstruction of temperature and salinity profiles ,include,none,alta,"FPCA multivariante condicional para reconstrucción de perfiles oceanográficos, metodología FPCA con aplicación",no,
2540,Classification of EEG recordings in auditory brain activity via a logistic functional linear regress,include,media,media,Clasificación de EEG vía regresión lineal funcional logística; aplicación neurocientífica con metodología FDA sustantiva,no,
2541,A functional approach to deconvolve dynamic neuroimaging data,include,media,media,Deconvolución funcional de datos de neuroimagen dinámica (PET); metodología funcional sustantiva,no,
2542,Impact of Market Reforms on Deterministic Frequency Deviations in the European Power Grid,exclude,I1,media,Desviaciones de frecuencia en red eléctrica europea por reformas de mercado; sin marco FDA aparente en el resumen,no,
2543,Adaptive inference for the mean of a stochastic process in functional data,include,none,alta,"Inferencia adaptativa para la media de un proceso estocástico en FDA, teoría fundamental",no,
2544,Functional linear and single-index models: A unified approach via Gaussian Stein identity,include,none,alta,Modelos lineales y de índice único funcionales vía identidad de Stein gaussiana,no,
2545,Interpretable sparse SIR for functional data,include,none,alta,"SIR disperso interpretable para FDA, con expansión en base funcional explícita",no,
2546,smoothEM: a new approach for the simultaneous assessment of smooth patterns and spikes,include,none,alta,"smoothEM: suavizado spline regularizado + EM para identificar picos irregulares en FDA, relevante PR4",no,
2547,A Novel Statistical Method Based on Dynamic Models for Classification,include,none,alta,Método estadístico basado en modelos dinámicos para clasificación de datos funcionales,no,
2548,Semi-parametric local variable selection under misspecification,exclude,I1,alta,Selección de variable local semiparamétrica bajo mala especificación; sin conexión explícita a datos funcionales en el resumen,si,verde
2549,Model-based regression clustering for high-dimensional data. Application to functional data,include,none,alta,Clustering por regresión de alta dimensión con aplicación explícita a datos funcionales,no,
2550,Testing marginal homogeneity in Hilbert spaces with applications to stock market returns,include,none,alta,"Test de homogeneidad marginal en espacios de Hilbert aplicado a retornos bursátiles, PR5",no,
2551,Band Depth based initialization of $k$-Means for functional data clustering,include,none,alta,Inicialización de k-Means basada en profundidad de banda para clustering de FDA,no,
2552,Optimal rates for estimating the covariance kernel from synchronously sampled functional data,include,none,alta,Tasas óptimas para estimar el kernel de covarianza en FDA muestreada sincrónicamente,no,
2553,Fine-grain atlases of functional modes for fMRI analysis,exclude,I1,media,"Atlas de modos funcionales para análisis fMRI; 'funcional' se refiere a neuroimagen funcional, no a FDA estadística",no,
2554,DeepFRC: An End-to-End Deep Learning Model for Functional Registration and Classification,include,none,alta,Deep learning end-to-end para registro y clasificación funcional (curvas/trayectorias),no,
2555,Nonparametric function-on-scalar regression using deep neural networks,include,none,alta,"Regresión función-en-escalar no paramétrica con redes neuronales, comparado explícitamente con splines/bases",no,
2556,Adaptive Ridge-Regularized Hotelling Change-Point Tests for Functional Data,include,none,alta,Test de cambio de media tipo Hotelling con expansión en bases crecientes para FDA,no,
2557,Unified theory of testing relevant hypotheses in functional time series,include,none,alta,Teoría unificada de test de hipótesis en series temporales funcionales vía expansión B-spline,no,
2558,Enhanced Change-Point Detection in Functional Means,include,none,alta,"Detección de puntos de cambio en medias funcionales con selección de funciones base, PR3/PR4",no,
2559,Minimum regularized covariance trace estimator and outlier detection for functional data,include,none,alta,Estimador de covarianza regularizada mínima y detección de outliers para FDA,no,
2560,Dynamic Function-on-Scalars Regression,include,none,alta,Regresión dinámica función-en-escalares,no,
2561,Robust Functional Regression with Discretely Sampled Predictors,include,none,alta,Regresión funcional robusta con predictores muestreados discretamente,no,
2562,Local Optimization of Black-Box Function with High or Infinite-Dimensional Inputs,include,baja,baja,Optimización de caja negra con entradas de alta/infinita dimensión vía reducción de dimensión; tangencial a FDA,no,
2563,Approximation of RKHS Functionals by Neural Networks,include,none,alta,"Aproximación de funcionales RKHS vía redes neuronales, teoría de representación funcional",no,
2564,Unsupervised learning of regression mixture models with unknown number of components,exclude,I1,alta,Modelos de mezcla de regresión no supervisados; se menciona brevemente aplicación a clustering de datos funcionales.,si,verde
2565,Functional Horseshoe Smoothing for Functional Trend Estimation,include,none,alta,"Suavizado horseshoe funcional para estimación de tendencia en series temporales funcionales, PR3/PR4",no,
2566,A Multi-Layer Regression based Predicable Function Fitting Network,include,media,media,"Red de ajuste de funciones multicapa; menciona explícitamente FFT, wavelets y funciones curva como contexto",no,
2567,A class of multi-resolution approximations for large spatial datasets,include,media,media,Aproximaciones multiresolución con funciones base para datos espaciales/funcionales de gran escala,no,
2568,Sparse Fisher's discriminant analysis with thresholded linear constraints,exclude,I1,alta,Análisis discriminante de Fisher disperso con restricciones lineales umbralizadas; menciona aplicación a problemas de clasificación en datos funcionales multivariados a través de transformaciones con ondículas. Aparentemente no se dedica a suavizamiento con datos financieros reales.,si,verde
2569,The reconstruction of dark energy with Ridge Regression Approach,exclude,I1,media,"Reconstrucción de energía oscura vía PCA y regresión ridge; cosmología, no FDA de curvas",no,
2570,Bayesian functional graphical models,include,none,alta,"Modelos gráficos funcionales bayesianos, metodología central FDA",no,
2571,Bayesian Function-on-Scalars Regression for High Dimensional Data,include,none,alta,Regresión función-en-escalares bayesiana con funciones base desconocidas y adaptativas,no,
2572,Statistical Inference for High Dimensional Panel Functional Time Series,include,none,alta,"Inferencia estadística para series temporales funcionales panel de alta dimensión, con descomposición en bases",no,
2573,Semiparametric Functional Factor Models with Bayesian Rank Selection,include,none,alta,Modelos de factores funcionales semiparamétricos con selección bayesiana de rango; ya confirmado relevante en Fase 4,no,
2574,Scalable Gaussian Process Inference with Stan,include,media,media,"Inferencia escalable de procesos gaussianos en Stan; modela datos funcionales, más computacional/software",no,
2575,Model Testing for Generalized Scalar-on-Function Linear Models,include,none,alta,Test de modelo para modelos lineales generalizados escalar-en-función,no,
2576,Deep functional multiple index models with an application to SER,include,media,media,Modelos funcionales de múltiples índices profundos aplicados a reconocimiento de emociones en voz; dominio ajeno con metodología FDA sustantiva,no,
2577,Spatial Clustering of Curves with Functional Covariates: A Bayesian Partitioning Model with Applicat,include,media,media,Clustering espacial bayesiano de curvas con covariables funcionales; aplicación climática con metodología sustantiva,no,
2578,Application of an upsampling algorithm to quantum state preparation of continuous and discrete proba,exclude,I1,media,"Preparación de estados cuánticos vía upsampling; 'functional data' incidental, no es FDA estadística",no,
2579,Deep Survival Analysis for Competing Risk Modeling with Functional Covariates and Missing Data Imput,include,media,media,Framework de deep learning para riesgos competitivos con covariables funcionales; biostatística con contribución metodológica,no,
2580,Refining perovskite structures to pair distribution function data using collective Glazer modes as a,exclude,I1,alta,"Refinamiento de estructuras de perovskita con 'basis' de modos de Glazer; cristalografía, no FDA",no,
2581,FAME: Adaptive Functional Attention with Expert Routing for Function-on-Function Regression,include,none,alta,Atención funcional adaptativa con expansión en bases para regresión función-en-función,no,
2582,Uncovering Regions of Maximum Dissimilarity on Random Process Data,include,media,media,Regiones de máxima disimilitud en datos de proceso aleatorio; posible metodología FDA/procesos estocásticos,no,
2583,Functional-Edged Network Modeling,include,none,alta,Modelado de redes con aristas funcionales (datos funcionales como aristas),no,
2584,Partially Functional Dynamic Backdoor Diffusion-based Causal Model,include,baja,baja,Modelo causal de difusión con covariables 'parcialmente funcionales'; conexión con FDA no central,no,
2585,A unified approach for testing in Hilbert spaces on incomplete data,include,none,alta,"Test unificado en espacios de Hilbert para datos incompletos, teoría fundamental FDA",no,
2586,Function-On-Function Regression Through Separable Neural Operators,include,none,alta,Regresión función-en-función vía operadores neuronales separables,no,
2587,Verifying Properties of Index Arrays in a Purely-Functional Data-Parallel Language,exclude,I1,alta,"Verificación de propiedades en lenguaje de programación funcional puro; 'funcional' es paradigma de programación, no FDA",no,
2588,High-dimensional Functional Graphical Model Structure Learning via Neighborhood Selection Approach,include,none,alta,"Modelo gráfico funcional de alta dimensión vía selección de vecindad, motivado por EEG/fMRI",no,
2589,Semi-parametric Functional Classification via Path Signatures Logistic Regression with Adaptive Orde,include,none,alta,"Clasificación funcional semiparamétrica vía firmas de trayectoria, menciona explícitamente expansión en bases fijas",no,
2590,Flexible Bayesian Nonparametric Product Mixtures for Multi-scale Functional Clustering,include,none,alta,Mezclas de producto bayesiano no paramétrico para clustering funcional multiescala,no,
2591,Adaptive Ridge-Penalized Functional Local Linear Regression,include,none,alta,"Regresión lineal local funcional con penalización ridge adaptativa, dimensión de base J",no,
2592,Regression Analyses of Distributions using Quantile Functional Regression,include,media,media,Regresión cuantílica funcional aplicada a radiómica de imágenes de tumores; dominio médico con metodología sustantiva,no,
2593,A Resolution Independent Neural Operator,exclude,I1,media,"Operador neuronal de resolución independiente (DeepONet) para EDPs; aprendizaje de operadores científico, no FDA estadística",no,
2594,Probabilistic size-and-shape functional mixed models,include,none,alta,Modelos mixtos funcionales de tamaño y forma probabilísticos,no,
2595,The relation between alignment covariance and background-averaged epistasis,exclude,I1,alta,"Epistasis genética y covarianza de alineamiento; 'funcional' es función biológica, no FDA",no,
2596,KANO: Kolmogorov-Arnold Neural Operator,exclude,I1,media,"Operador neuronal Kolmogorov-Arnold con bases espectrales/espaciales; aprendizaje de operadores científico, no FDA",no,
2597,Sigmoid function based intensity transformation for parameter initialization in MRI-PET Registration,exclude,I1,media,"Registro de imágenes MRI-PET; 'datos funcionales' es imagen PET funcional (perfusión/metabolismo), no FDA",no,
2598,Transfer Estimates for Causal Effects across Heterogeneous Sites,exclude,I1,alta,Estimación de efectos causales transferidos entre sitios heterogéneos. Se menciona datos funcionales. Sin aparente discusión sobre selección de bases.,si,verde
2599,Functional proportional hazards mixture cure model and its application to modelling the association ,include,media,media,Modelo de riesgos proporcionales funcional con cura mixta aplicado a mortalidad por cáncer; epidemiología con metodología FDA sustantiva,no,
2600,Testing for the Rank of a Covariance Operator,include,none,alta,"Sobre rango del operador de covarianza, central para determinar dimension en FPCA.",no,
2601,"Gaussian Process Differential Ensembles for Joint Inference on Curves, Derivatives, and Integrals",include,none,media,"Modelado conjunto de curvas/derivadas via GP, representacion de datos funcionales.",no,
2602,Spectral Topological Data Analysis of Brain Signals,exclude,I1,media,"Topological data analysis de senales cerebrales, no es FDA/FPCA/bases.",no,
2603,Bayesian parametric analytic continuation of Green's functions,exclude,I1,alta,"Fisica cuantica (Green's functions), 'basis functions' generico sin relacion a FDA.",no,
2604,A Stochastic Process Model for Time Warping Functions,include,none,alta,"Modelo de warping temporal, tema central de registracion en FDA.",no,
2605,Impulse data models for the inverse problem of electrocardiography,include,none,baja,"Basis functions para senal ECG, sin vocabulario explicito de FDA.",no,
2606,Supervised Learning of Functional Outcomes with Predictors at Different Scales: A Functional Gaussia,include,none,alta,"Function-on-function regression via GP, metodologia central de FDA.",no,
2607,Extracting spectral properties from Keldysh Green functions,exclude,I1,alta,"Fisica (Keldysh Green functions), no relacionado a FDA.",no,
2608,Persistence Spheres: a Bi-continuous Linear Representation of Measures for Partial Optimal Transport,exclude,I1,media,"Representacion topologica de medidas para transporte optimo, no es FDA.",no,
2609,DataTransfer: Neural network based interpolation across non-nested meshes,exclude,I1,alta,"Interpolacion de mallas via redes neuronales, simulacion numerica, no FDA.",no,
2610,Emergence of long-range order in BaTiO3 from local symmetry-breaking distortions,exclude,I1,alta,"Fisica de materiales (BaTiO3), 'basis' en sentido cristalografico.",no,
2611,Application of Laplace filters to the analysis of lattice time correlators,exclude,I1,alta,"Fisica de reticulo (QCD), filtros de Laplace para correladores, no FDA.",no,
2612,"Constraining the Nonextensive Mass Function of Halos from BAO, CMB and X-ray data",exclude,I1,alta,"Cosmologia, funcion de masa de halos, no es dato funcional/FPCA.",no,
2613,An Open-Source Framework for $N$-Electron Dynamics: II. Hybrid Density Functional Theory/Configurati,exclude,I1,alta,"Quimica cuantica (DFT/CI), no relacionado a FDA.",no,
2614,How far can symmetry help? Phase transitions and symmetry selection in sparse functional data analys,include,none,alta,"Transicion de fase en FDA disperso, teoria central de suavidad/covarianza.",no,
2615,EEG-EyeTrack: A Benchmark for Time Series and Functional Data Analysis with Open Challenges and Base,include,none,media,Benchmark explicito de FDA con redes neuronales funcionales.,no,
2616,Functional Principal Component Analysis for Cointegrated Functional Time Series,include,none,alta,FPCA para series temporales funcionales cointegradas.,no,
2617,Dynamic Functional Principal Component,include,none,alta,Critica y extension de FPCA estatico a series temporales funcionales.,no,
2618,Functional data analysis: An application to COVID-19 data in the United States,include,none,media,"FPCA aplicado a COVID-19, dominio ajeno pero metodologia FPCA sustantiva.",no,
2619,Functional data analysis in the Banach space of continuous functions,include,none,alta,"Teoria FDA en espacio de Banach vs Hilbert, series temporales funcionales.",no,
2620,Bayesian functional data analysis in astronomy,include,none,media,"FDA bayesiano aplicado a astronomia, dominio ajeno pero desarrollo metodologico.",no,
2621,Efficient Bayesian functional principal component analysis of irregularly-observed multivariate curv,include,none,alta,FPCA bayesiano eficiente para curvas multivariadas irregulares.,no,
2622,Remaining Useful Life Estimation Using Functional Data Analysis,include,none,baja,"FDA aplicado a mantenimiento predictivo, discusion de base no evidente en resumen.",no,
2623,Stochastic Volatility Regression for Functional Data Dynamics,include,none,media,Regresion de volatilidad estocastica para dinamica de datos funcionales.,no,
2624,A Visual Analytics Approach for Hardware System Monitoring with Streaming Functional Data Analysis,include,none,baja,"FDA en streaming para monitoreo de hardware, aplicacion de dominio ajeno.",no,
2625,A Functional Data Analysis Approach to Evolution Outlier Detection for Grouped Smart Meters,include,none,baja,FDA con profundidad funcional para outliers en medidores inteligentes.,no,
2626,Registration for Incomplete Non-Gaussian Functional Data,include,none,alta,"Registracion de FDA incompleta no gaussiana, tema central de FDA.",no,
2627,Statistical Analysis of Network Collections Using Persistent Homology and Functional Data Analysis,include,none,media,Combina homologia persistente con FDA para analisis de redes.,no,
2628,The EE-Classifier: A classification method for functional data based on extremality indexes,include,none,alta,Clasificador basado en profundidad para datos funcionales.,no,
2629,Phenology curve estimation via a mixed model representation of functional principal components: Char,include,none,baja,"FPCA aplicado a fenologia vegetal via satelite, dominio ajeno.",no,
2630,Noise reduction for functional time series,include,none,alta,Reduccion de ruido en series temporales funcionales via FPCA extendido.,no,
2631,On Consistency and Sparsity for High-Dimensional Functional Time Series with Application to Autoregr,include,none,alta,Consistencia y dispersion para series temporales funcionales de alta dimension.,no,
2632,Practical Forecasting of Environmental Maps: A Functional Data Approach,include,none,baja,"FDA aplicado a pronostico de mapas ambientales, dominio ajeno.",no,
2633,A Unified Principal Components Analysis for Stationary Functional Time Series,include,none,alta,PCA unificado para series temporales funcionales estacionarias.,no,
2634,Intraday FX Volatility-Curve Forecasting with Functional GARCH Approaches,include,none,alta,"Functional GARCH para curvas de volatilidad FX intradiaria, PR4/PR5 directo.",no,
2635,Enhancing Mean-Reverting Time Series Prediction with Gaussian Processes: Functional and Augmented Da,include,none,media,GP con estructuras funcionales para pronostico financiero mean-reverting.,no,
2636,Functional Time Series,include,none,alta,Articulo central sobre series temporales funcionales.,no,
2637,Stable Multivariate Functional Time Series Prediction for Major Geomagnetic Indices,include,none,baja,"FTS multivariada aplicada a indices geomagneticos, dominio ajeno.",no,
2638,Permutation Tests for Equality of Distributions of Functional Data,include,none,alta,Test de permutacion para igualdad de distribuciones de datos funcionales.,no,
2639,Parameter clustering in Bayesian functional PCA of fMRI data,include,none,media,"Nueva variante de FPCA bayesiano aplicada a fMRI, metodologia sustantiva.",no,
2640,Bootstrap methods for stationary functional time series,include,none,alta,Bootstrap para series temporales funcionales estacionarias via FPCA.,no,
2641,Review of Clustering Methods for Functional Data,include,none,alta,Revision de metodos de clustering para datos funcionales.,no,
2642,FuNVol: A Multi-Asset Implied Volatility Market Simulator using Functional Principal Components and ,include,none,alta,"FPCA + SDE neuronales para superficies de volatilidad implicita, PR5.",no,
2643,Model-Based Clustering and Classification of Functional Data,include,none,alta,Clustering y clasificacion basados en modelos para datos funcionales.,no,
2644,DepthProc An R Package for Robust Exploration of Multidimensional Economic Phenomena,exclude,I1,media,"Paquete de profundidad para datos economicos multivariados, no funcional/curvas.",no,
2645,Principal component analysis of periodically correlated functional time series,include,none,alta,PCA para series temporales funcionales periodicamente correlacionadas.,no,
2646,Bayesian Spatial Homogeneity Pursuit of Functional Data: an Application to the U.S. Income Distribut,include,none,alta,"FDA bayesiano espacial aplicado a curvas de Lorenz de ingreso en EEUU, PR5.",no,
2647,Simultaneous Inference for Partially Observed Functional Time Series,include,none,alta,Inferencia para series temporales funcionales parcialmente observadas.,no,
2648,River flow modelling using nonparametric functional data analysis,include,none,media,"FDA no parametrico para caudal de rios, dominio ajeno pero metodo sustantivo.",no,
2649,Approximate Factor Models for Functional Time Series,include,none,alta,"Modelos de factores aproximados para series temporales funcionales, PR3.",no,
2650,White noise testing for functional time series via functional quantile autocorrelation,include,none,alta,Test de ruido blanco para FTS via autocorrelacion cuantilica funcional.,no,
2651,Functional Time Series Analysis Based on Records,include,none,alta,Analisis de series temporales funcionales basado en records.,no,
2652,A Darling-Erdős-type CUSUM-procedure for functional data II,include,none,alta,"CUSUM tipo Darling-Erdos para datos funcionales, incluye ARCH funcional.",no,
2653,Detection of Structural Distortions in Functional Time Series,include,none,alta,"Deteccion de distorsiones estructurales locales en FTS, PR4.",no,
2654,Convergence of covariance and spectral density estimates for high-dimensional functional time series,include,none,alta,Convergencia de estimadores de covarianza/densidad espectral para FTS alta dim.,no,
2655,A Skew-t-Normal Multi-Level Reduced-Rank Functional PCA Model with Applications to Replicated `Omics,include,none,media,"FPCA de rango reducido skew-t aplicado a datos omics, dominio ajeno.",no,
2656,Prokhorov Metric Convergence of the Partial Sum Process for Reconstructed Functional Data,include,none,alta,Teoria de convergencia para proceso de sumas parciales de datos funcionales reconstruidos.,no,
2657,Whole-Volume Clustering of Time Series Data from Zebrafish Brain Calcium Images via Mixture Modeling,include,none,baja,"FDA via mixturas gaussianas para imagenes de calcio cerebral, dominio ajeno.",no,
2658,Linear Processes for Functional Data,include,none,alta,Revision de procesos lineales para datos funcionales (analogo a ARMA).,no,
2659,A General Theory for Large-Scale Curve Time Series via Functional Stability Measure,include,none,alta,Teoria general para series de curvas de gran escala via medida de estabilidad funcional.,no,
2660,Functional Data-Driven Quantile Model Averaging with Application to Cryptocurrencies,include,none,alta,"Promediado de modelos cuantilicos funcionales aplicado a criptomonedas, PR5.",no,
2661,Clustering of functional boxplots for multiple streaming time series,include,none,alta,Clustering de boxplots funcionales para series temporales en streaming.,no,
2662,Biarchetype analysis for univariate functional data. An application to macroeconomic financial time ,include,none,alta,"Biarchetype analysis para datos funcionales univariados, series financieras macro, PR5.",no,
2663,Estimating functional time series by moving average model fitting,include,none,alta,Estimacion de series temporales funcionales via ajuste de modelo de media movil.,no,
2664,Functional modelling of microarray time series with covariate curves,include,none,media,"Modelado funcional de series de microarrays con curvas covariables, dominio ajeno.",no,
2665,Extremal correlation coefficient for functional data,include,none,alta,"Coeficiente de correlacion extremal para datos funcionales, aplicacion financiera/climatica.",no,
2666,Robust Functional Data Analysis for Stochastic Evolution Equations in Infinite Dimensions,include,none,alta,"FDA robusta para ecuaciones de evolucion estocastica, modelo de volatilidad infinito-dimensional.",no,
2667,A portmanteau test for multivariate non-stationary functional time series with an increasing number ,include,none,alta,"Test portmanteau para FTS multivariada no estacionaria, PR4.",no,
2668,The autoregression bootstrap for kernel estimates of smooth nonlinear functional time series,include,none,alta,Bootstrap de autorregresion para FTS suaves no lineales (marco Ferraty-Vieu).,no,
2669,Longitudinal Support Vector Machines for High Dimensional Time Series,include,none,media,SVM longitudinal extendida a margen continuo para datos funcionales.,no,
2670,Long range dependence spectral testing from discretely observed functional time series in manifolds,include,none,alta,Test espectral de dependencia de largo rango para FTS en variedades.,no,
2671,A Flexible Spatial Autoregressive Modelling Framework for Mixed Covariates of Multiple Data Types,include,none,media,"Modelo SAR flexible que integra covariables funcionales, dominios ajenos genericos.",no,
2672,Detecting structural breaks in eigensystems of functional time series,include,none,alta,"Deteccion de quiebres estructurales en eigensistemas de FTS, PR4.",no,
2673,Trend and Variable-Phase Seasonality Estimation from Functional Data,include,none,alta,Estimacion de tendencia y estacionalidad de fase variable en datos funcionales.,no,
2674,A similarity measure for second order properties of non-stationary functional time series with appli,include,none,alta,"Medida de similitud para propiedades de segundo orden de FTS no estacionaria, PR4.",no,
2675,Graph-based Change Point Detection for Functional Data,include,none,alta,Deteccion de puntos de cambio basada en grafos para datos funcionales.,no,
2676,Deep learning estimation of the spectral density of functional time series on large domains,include,none,alta,Estimacion via deep learning de densidad espectral de FTS en dominios grandes.,no,
2677,Attribution of Spurious Factors from High-Dimensional Functional Time Series,include,none,alta,Atribucion de factores espurios en FTS de alta dimension.,no,
2678,Testing separability for continuous functional data,include,none,alta,Test de separabilidad de covarianza para datos funcionales continuos.,no,
2679,History matching for functional data,include,none,media,"History matching extendido a datos funcionales, metodologia de calibracion.",no,
2680,Pivotal tests for relevant differences in the second order dynamics of functional time series,include,none,alta,Tests pivotales para diferencias en dinamica de segundo orden de FTS.,no,
2681,Gaussian Differentially Private Human Faces Under a Face Radial Curve Representation,include,none,baja,"DP aproximada para datos funcionales aplicada a rostros, dominio muy especifico.",no,
2682,Asymptotic Theory for Regularized Estimation in Functional Time Series Models,include,none,alta,"Teoria asintotica para estimacion regularizada en modelos FAR, PR3.",no,
2683,Functional Singular Spectrum Analysis,include,none,alta,Extension funcional del analisis espectral singular (SSA).,no,
